job_id,lineage_id,family,arrangement,pair_id,pair_class,site_a,site_b,native_key_a,native_key_b,intended_weld,screen_hit,screen_min_midpoint_ang,mean_k,reactive_pct
6fc87681f9de,24hb_0xT,24hb,0-0,D00X:49~D01U:1,native_native_far,D00X:49,D01U:1,"('h_XY_0_4', 35, 'REVERSE')","('h_XY_0_4', 34, 'REVERSE')",False,True,3.7010258635013487,0.3509920922883714,83.33333333333334
6fc87681f9de,24hb_0xT,24hb,0-0,D012:29~D01M:28,native_native_near_insert,D012:29,D01M:28,"('h_XY_1_4', 98, 'FORWARD')","('h_XY_1_4', 97, 'FORWARD')",False,True,3.5366936899151424,0.3485483573884897,93.33333333333333
6fc87681f9de,24hb_0xT,24hb,0-0,D01N:36~D01Q:35,native_native_near_insert,D01N:36,D01Q:35,"('h_XY_1_3', 55, 'REVERSE')","('h_XY_1_3', 56, 'REVERSE')",False,True,3.653437995317321,0.34101173835099424,76.66666666666667
6fc87681f9de,24hb_0xT,24hb,0-0,D00P:36~D01H:28,native_native_near_insert,D00P:36,D01H:28,"('h_XY_2_2', 48, 'REVERSE')","('h_XY_2_2', 49, 'REVERSE')",False,True,3.64312186099762,0.3297600061242762,80.0
6fc87681f9de,24hb_0xT,24hb,0-0,D01B:14~D01K:43,native_native_near_insert,D01B:14,D01K:43,"('h_XY_3_4', 111, 'FORWARD')","('h_XY_3_4', 112, 'FORWARD')",False,True,3.5833135833672163,0.3124415030197995,83.33333333333334
6fc87681f9de,24hb_0xT,24hb,0-0,D00Y:7~D023:22,native_native_near_insert,D00Y:7,D023:22,"('h_XY_3_1', 14, 'REVERSE')","('h_XY_3_1', 13, 'REVERSE')",False,True,3.585501059482551,0.3094024648725207,90.0
6fc87681f9de,24hb_0xT,24hb,0-0,D003:15~D00O:42,native_native_near_insert,D003:15,D00O:42,"('h_XY_2_1', 91, 'FORWARD')","('h_XY_2_1', 90, 'FORWARD')",False,True,3.6252136350936457,0.3051553451070364,66.66666666666666
6fc87681f9de,24hb_0xT,24hb,0-0,D00C:21~D01L:22,native_native_near_insert,D00C:21,D01L:22,"('h_XY_1_4', 111, 'FORWARD')","('h_XY_1_4', 112, 'FORWARD')",False,True,3.505314137450002,0.30254128732125485,90.0
6fc87681f9de,24hb_0xT,24hb,0-0,D00S:42~D023:15,native_native_near_insert,D00S:42,D023:15,"('h_XY_2_1', 6, 'FORWARD')","('h_XY_2_1', 7, 'FORWARD')",False,True,3.828559696840988,0.29658759152981135,76.66666666666667
6fc87681f9de,24hb_0xT,24hb,0-0,D019:29~D01R:28,native_native_near_insert,D019:29,D01R:28,"('h_XY_1_6', 119, 'FORWARD')","('h_XY_1_6', 118, 'FORWARD')",False,True,3.8376204783848755,0.2956296666394545,86.66666666666667
6fc87681f9de,24hb_0xT,24hb,0-0,D006:1~D01N:49,native_native_far,D006:1,D01N:49,"('h_XY_1_4', 56, 'FORWARD')","('h_XY_1_4', 55, 'FORWARD')",False,True,3.673995301736282,0.2922384006304535,66.66666666666666
6fc87681f9de,24hb_0xT,24hb,0-0,D00T:1~D01A:35,native_native_far,D00T:1,D01A:35,"('h_XY_3_1', 125, 'REVERSE')","('h_XY_3_1', 126, 'REVERSE')",False,True,3.677894118230933,0.2717812757444207,53.333333333333336
6fc87681f9de,24hb_0xT,24hb,0-0,D000:2399~D00H:34,native_native_near_insert,D000:2399,D00H:34,"('h_XY_2_1', 69, 'REVERSE')","('h_XY_2_1', 68, 'FORWARD')",False,True,5.527458890431674,0.18706048408261874,0.0
6fc87681f9de,24hb_0xT,24hb,0-0,D000:1258~D00Y:27,native_native_near_insert,D000:1258,D00Y:27,"('h_XY_1_2', 20, 'REVERSE')","('h_XY_1_2', 19, 'FORWARD')",False,True,5.254719537799011,0.18675205742380593,0.0
6fc87681f9de,24hb_0xT,24hb,0-0,D000:410~D01Z:35,native_native_near_insert,D000:410,D01Z:35,"('h_XY_1_5', 55, 'FORWARD')","('h_XY_1_5', 56, 'REVERSE')",False,True,5.346906396054026,0.17453431972937392,0.0
6fc87681f9de,24hb_0xT,24hb,0-0,D000:457~D008:6,native_native_near_insert,D000:457,D008:6,"('h_XY_1_6', 27, 'REVERSE')","('h_XY_1_6', 26, 'FORWARD')",False,True,5.450430387572709,0.17352827176898059,0.0
6fc87681f9de,24hb_0xT,24hb,0-0,D000:905~D001:27,native_native_near_insert,D000:905,D001:27,"('h_XY_3_1', 28, 'FORWARD')","('h_XY_3_1', 29, 'REVERSE')",False,True,5.67808646750107,0.1726007613581567,0.0
6fc87681f9de,24hb_0xT,24hb,0-0,D000:2217~D003:6,native_native_near_insert,D000:2217,D003:6,"('h_XY_1_0', 97, 'REVERSE')","('h_XY_1_0', 96, 'FORWARD')",False,True,4.673676408541211,0.1716550203310147,0.0
6fc87681f9de,24hb_0xT,24hb,0-0,D000:1097~D00I:13,native_native_near_insert,D000:1097,D00I:13,"('h_XY_1_0', 41, 'REVERSE')","('h_XY_1_0', 40, 'FORWARD')",False,True,5.657184616258669,0.16978854481521952,0.0
6fc87681f9de,24hb_0xT,24hb,0-0,D000:919~D01D:55,native_native_far,D000:919,D01D:55,"('h_XY_3_1', 42, 'FORWARD')","('h_XY_3_1', 43, 'REVERSE')",False,True,5.353103220039221,0.16690400012830303,0.0
6fc87681f9de,24hb_0xT,24hb,0-0,D000:3106~D00C:13,native_native_near_insert,D000:3106,D00C:13,"('h_XY_1_5', 105, 'FORWARD')","('h_XY_1_5', 106, 'REVERSE')",False,True,5.1943138754757685,0.16654137352528553,0.0
6fc87681f9de,24hb_0xT,24hb,0-0,D000:1989~D01L:20,native_native_near_insert,D000:1989,D01L:20,"('h_XY_1_3', 112, 'FORWARD')","('h_XY_1_3', 113, 'REVERSE')",False,True,5.031259629114207,0.1640147315721285,0.0
6fc87681f9de,24hb_0xT,24hb,0-0,D000:525~D016:26,native_native_near_insert,D000:525,D016:26,"('h_XY_2_6', 36, 'FORWARD')","('h_XY_2_6', 37, 'REVERSE')",False,True,4.957416427163472,0.16398985871960176,0.0
6fc87681f9de,24hb_0xT,24hb,0-0,D000:3121~D013:40,native_native_near_insert,D000:3121,D013:40,"('h_XY_1_5', 120, 'FORWARD')","('h_XY_1_5', 121, 'REVERSE')",False,True,5.231304221095869,0.16268127722393447,0.0
6fc87681f9de,24hb_0xT,24hb,0-0,D000:2070~D00B:34,native_native_near_insert,D000:2070,D00B:34,"('h_XY_1_2', 90, 'REVERSE')","('h_XY_1_2', 89, 'FORWARD')",False,True,5.779013570313072,0.16259745905341225,0.0
6fc87681f9de,24hb_0xT,24hb,0-0,D000:1614~D00K:26,native_native_near_insert,D000:1614,D00K:26,"('h_XY_2_2', 57, 'FORWARD')","('h_XY_2_2', 58, 'REVERSE')",False,True,5.69369617296348,0.16246049858681655,0.0
6fc87681f9de,24hb_0xT,24hb,0-0,D000:3234~D01T:3,native_native_far,D000:3234,D01T:3,"('h_XY_0_4', 73, 'FORWARD')","('h_XY_0_4', 74, 'REVERSE')",False,True,5.414035060927139,0.16217437826099557,0.0
6fc87681f9de,24hb_0xT,24hb,0-0,D000:3200~D020:6,native_native_near_insert,D000:3200,D020:6,"('h_XY_0_5', 90, 'REVERSE')","('h_XY_0_5', 89, 'FORWARD')",False,True,5.155007308194761,0.1609716133356849,0.0
6fc87681f9de,24hb_0xT,24hb,0-0,D000:1109~D001:1,native_native_far,D000:1109,D001:1,"('h_XY_1_0', 29, 'REVERSE')","('h_XY_1_0', 28, 'FORWARD')",False,True,5.396440296919649,0.16057406848372516,0.0
6fc87681f9de,24hb_0xT,24hb,0-0,D000:1238~D00X:26,native_native_near_insert,D000:1238,D00X:26,"('h_XY_1_2', 40, 'REVERSE')","('h_XY_1_2', 39, 'FORWARD')",False,True,5.204575116547659,0.1599946455502104,0.0
6fc87681f9de,24hb_0xT,24hb,0-0,D000:1317~D01O:20,native_native_near_insert,D000:1317,D01O:20,"('h_XY_1_3', 28, 'FORWARD')","('h_XY_1_3', 29, 'REVERSE')",False,True,4.9321784946340115,0.15949981664446475,0.0
6fc87681f9de,24hb_0xT,24hb,0-0,D000:1479~D00L:6,native_native_far,D000:1479,D00L:6,"('h_XY_2_4', 56, 'FORWARD')","('h_XY_2_4', 57, 'REVERSE')",False,True,5.37609350342442,0.15769081938677204,0.0
6fc87681f9de,24hb_0xT,24hb,0-0,D000:2700~D017:5,native_native_near_insert,D000:2700,D017:5,"('h_XY_3_4', 82, 'REVERSE')","('h_XY_3_4', 81, 'FORWARD')",False,True,5.342862996307049,0.15717276346263392,0.0
6fc87681f9de,24hb_0xT,24hb,0-0,D000:1385~D01O:26,native_native_near_insert,D000:1385,D01O:26,"('h_XY_1_4', 33, 'REVERSE')","('h_XY_1_4', 32, 'FORWARD')",False,True,5.353205633953414,0.1565288065357599,0.0
6fc87681f9de,24hb_0xT,24hb,0-0,D000:510~D00Q:6,native_native_near_insert,D000:510,D00Q:6,"('h_XY_2_6', 21, 'FORWARD')","('h_XY_2_6', 22, 'REVERSE')",False,True,4.847747457846836,0.15611496135685646,0.0
6fc87681f9de,24hb_0xT,24hb,0-0,D000:3420~D021:27,native_native_near_insert,D000:3420,D021:27,"('h_XY_0_2', 105, 'FORWARD')","('h_XY_0_2', 106, 'REVERSE')",False,True,5.103211342908734,0.15606910088000456,0.0
6fc87681f9de,24hb_0xT,24hb,0-0,D000:2064~D01J:19,native_native_near_insert,D000:2064,D01J:19,"('h_XY_1_2', 96, 'REVERSE')","('h_XY_1_2', 95, 'FORWARD')",False,True,5.593431075408398,0.15506820255034184,0.0
6fc87681f9de,24hb_0xT,24hb,0-0,D000:432~D01T:45,native_native_near_insert,D000:432,D01T:45,"('h_XY_1_6', 52, 'REVERSE')","('h_XY_1_6', 51, 'FORWARD')",False,True,5.216766555809036,0.15502219460233813,0.0
6fc87681f9de,24hb_0xT,24hb,0-0,D000:986~D023:19,native_native_near_insert,D000:986,D023:19,"('h_XY_2_1', 12, 'REVERSE')","('h_XY_2_1', 11, 'FORWARD')",False,True,5.1480144742681215,0.15450867346107236,0.0
6fc87681f9de,24hb_0xT,24hb,0-0,D000:1721~D00N:27,native_native_near_insert,D000:1721,D00N:27,"('h_XY_2_3', 111, 'REVERSE')","('h_XY_2_3', 110, 'FORWARD')",False,True,4.916818195119206,0.15445654526397995,0.0
6fc87681f9de,24hb_0xT,24hb,0-0,D000:3434~D00E:34,native_native_far,D000:3434,D00E:34,"('h_XY_0_2', 119, 'FORWARD')","('h_XY_0_2', 120, 'REVERSE')",False,True,5.717241354687428,0.1541103039266387,0.0
6fc87681f9de,24hb_0xT,24hb,0-0,D000:2151~D00E:19,native_native_near_insert,D000:2151,D00E:19,"('h_XY_1_1', 120, 'FORWARD')","('h_XY_1_1', 121, 'REVERSE')",False,True,5.553439120107072,0.15378579878763532,0.0
6fc87681f9de,24hb_0xT,24hb,0-0,D000:1749~D011:20,native_native_near_insert,D000:1749,D011:20,"('h_XY_2_3', 83, 'REVERSE')","('h_XY_2_3', 82, 'FORWARD')",False,True,5.263237193840018,0.15323823360202973,0.0
6fc87681f9de,24hb_0xT,24hb,0-0,D000:1324~D00X:34,native_native_near_insert,D000:1324,D00X:34,"('h_XY_1_3', 35, 'FORWARD')","('h_XY_1_3', 36, 'REVERSE')",False,True,5.401514450481448,0.15167386778038922,0.0
6fc87681f9de,24hb_0xT,24hb,0-0,D000:1662~D00N:34,native_native_near_insert,D000:1662,D00N:34,"('h_XY_2_2', 105, 'FORWARD')","('h_XY_2_2', 106, 'REVERSE')",False,True,5.392353126707188,0.15077808691816524,0.0
6fc87681f9de,24hb_0xT,24hb,0-0,D000:979~D00Y:12,native_native_near_insert,D000:979,D00Y:12,"('h_XY_2_1', 19, 'REVERSE')","('h_XY_2_1', 18, 'FORWARD')",False,True,5.847517021154543,0.1501887036108435,0.0
6fc87681f9de,24hb_0xT,24hb,0-0,D000:2204~D00C:47,native_native_far,D000:2204,D00C:47,"('h_XY_1_0', 110, 'REVERSE')","('h_XY_1_0', 109, 'FORWARD')",False,True,5.9822352453174865,0.14893501695034386,0.0
6fc87681f9de,24hb_0xT,24hb,0-0,D000:2619~D01K:41,native_native_near_insert,D000:2619,D01K:41,"('h_XY_3_3', 112, 'FORWARD')","('h_XY_3_3', 113, 'REVERSE')",False,True,4.795214936207056,0.1482215984660842,0.0
6fc87681f9de,24hb_0xT,24hb,0-0,D000:2471~D00T:1,native_native_far,D000:2471,D00T:1,"('h_XY_3_1', 124, 'FORWARD')","('h_XY_3_1', 125, 'REVERSE')",False,True,5.933726624992129,0.1476247401576534,0.0
6fc87681f9de,24hb_0xT,24hb,0-0,D000:1803~D00O:18,native_native_far,D000:1803,D00O:18,"('h_XY_2_4', 86, 'FORWARD')","('h_XY_2_4', 87, 'REVERSE')",False,True,5.657595631856759,0.14731931134260115,0.0
6fc87681f9de,24hb_0xT,24hb,0-0,D000:1533~D00S:26,native_native_near_insert,D000:1533,D00S:26,"('h_XY_2_3', 5, 'REVERSE')","('h_XY_2_3', 4, 'FORWARD')",False,True,5.885592692311387,0.1462505637673687,0.0
6fc87681f9de,24hb_0xT,24hb,0-0,D000:2954~D01R:33,native_native_far,D000:2954,D01R:33,"('h_XY_2_6', 113, 'FORWARD')","('h_XY_2_6', 114, 'REVERSE')",False,True,5.784870308792231,0.1454873419049916,0.0
6fc87681f9de,24hb_0xT,24hb,0-0,D000:3474~D00E:26,native_native_near_insert,D000:3474,D00E:26,"('h_XY_0_1', 124, 'REVERSE')","('h_XY_0_1', 123, 'FORWARD')",False,True,5.495689161309064,0.14504982965158034,0.0
6fc87681f9de,24hb_0xT,24hb,0-0,D000:2256~D00H:41,native_native_far,D000:2256,D00H:41,"('h_XY_2_0', 63, 'FORWARD')","('h_XY_2_0', 64, 'REVERSE')",False,True,5.038226536828197,0.14455712011110272,0.0
6fc87681f9de,24hb_0xT,24hb,0-0,D000:2947~D00N:5,native_native_near_insert,D000:2947,D00N:5,"('h_XY_2_6', 106, 'FORWARD')","('h_XY_2_6', 107, 'REVERSE')",False,True,5.765759557308639,0.14410664293998543,0.0
6fc87681f9de,24hb_0xT,24hb,0-0,D000:2317~D00E:1,native_native_far,D000:2317,D00E:1,"('h_XY_2_0', 124, 'FORWARD')","('h_XY_2_0', 125, 'REVERSE')",False,True,5.893876751165543,0.1437012549325765,0.0
6fc87681f9de,24hb_0xT,24hb,0-0,D000:2758~D01M:48,native_native_far,D000:2758,D01M:48,"('h_XY_3_5', 91, 'FORWARD')","('h_XY_3_5', 92, 'REVERSE')",False,True,5.347694135132054,0.1431490944638102,0.0
6fc87681f9de,24hb_0xT,24hb,0-0,D000:3182~D021:3,native_native_far,D000:3182,D021:3,"('h_XY_0_5', 108, 'REVERSE')","('h_XY_0_5', 107, 'FORWARD')",False,True,5.747009048454668,0.14282417600220432,0.0
6fc87681f9de,24hb_0xT,24hb,0-0,D000:1406~D01P:26,native_native_near_insert,D000:1406,D01P:26,"('h_XY_1_4', 12, 'REVERSE')","('h_XY_1_4', 11, 'FORWARD')",False,True,5.7981618653099405,0.14264648530349192,0.0
6fc87681f9de,24hb_0xT,24hb,0-0,D000:2036~D00T:26,native_native_near_insert,D000:2036,D00T:26,"('h_XY_1_2', 124, 'REVERSE')","('h_XY_1_2', 123, 'FORWARD')",False,True,5.8547599073528716,0.14189729120255035,0.0
6fc87681f9de,24hb_0xT,24hb,0-0,D000:1199~D01H:12,native_native_near_insert,D000:1199,D01H:12,"('h_XY_1_1', 50, 'FORWARD')","('h_XY_1_1', 51, 'REVERSE')",False,True,5.907217420724144,0.1417870606115487,0.0
6fc87681f9de,24hb_0xT,24hb,0-0,D000:3266~D021:13,native_native_near_insert,D000:3266,D021:13,"('h_XY_0_4', 105, 'FORWARD')","('h_XY_0_4', 106, 'REVERSE')",False,True,4.788841026560573,0.14160001610403886,0.0
6fc87681f9de,24hb_0xT,24hb,0-0,D000:1729~D012:19,native_native_near_insert,D000:1729,D012:19,"('h_XY_2_3', 103, 'REVERSE')","('h_XY_2_3', 102, 'FORWARD')",False,True,5.077781589948042,0.14134847501599462,0.0
6fc87681f9de,24hb_0xT,24hb,0-0,D000:1431~D01P:33,native_native_near_insert,D000:1431,D01P:33,"('h_XY_2_4', 8, 'FORWARD')","('h_XY_2_4', 9, 'REVERSE')",False,True,5.028842298475023,0.1409870593017738,0.0
6fc87681f9de,24hb_0xT,24hb,0-0,D000:2585~D011:12,native_native_near_insert,D000:2585,D011:12,"('h_XY_3_3', 78, 'FORWARD')","('h_XY_3_3', 79, 'REVERSE')",False,True,5.154525469260241,0.14083110295850818,0.0
6fc87681f9de,24hb_0xT,24hb,0-0,D000:97~D00J:32,native_native_far,D000:97,D00J:32,"('h_XY_0_2', 16, 'FORWARD')","('h_XY_0_2', 17, 'REVERSE')",False,True,5.991713183377097,0.13970039114775645,0.0
6fc87681f9de,24hb_0xT,24hb,0-0,D000:1037~D00Q:49,native_native_far,D000:1037,D00Q:49,"('h_XY_2_0', 20, 'FORWARD')","('h_XY_2_0', 21, 'REVERSE')",False,True,4.619965654801281,0.13969730431582172,0.0
6fc87681f9de,24hb_0xT,24hb,0-0,D000:3503~D01J:4,native_native_far,D000:3503,D01J:4,"('h_XY_0_1', 95, 'REVERSE')","('h_XY_0_1', 94, 'FORWARD')",False,True,5.097881676223662,0.13881203784296084,0.0
6fc87681f9de,24hb_0xT,24hb,0-0,D000:2288~D003:9,native_native_near_insert,D000:2288,D003:9,"('h_XY_2_0', 95, 'FORWARD')","('h_XY_2_0', 96, 'REVERSE')",False,True,5.842067442479745,0.13850440845997117,0.0
6fc87681f9de,24hb_0xT,24hb,0-0,D000:1505~D01G:33,native_native_near_insert,D000:1505,D01G:33,"('h_XY_2_3', 33, 'REVERSE')","('h_XY_2_3', 32, 'FORWARD')",False,True,5.791078814730485,0.13779796115964807,0.0
6fc87681f9de,24hb_0xT,24hb,0-0,D000:652~D01D:26,native_native_near_insert,D000:652,D01D:26,"('h_XY_3_5', 43, 'FORWARD')","('h_XY_3_5', 44, 'REVERSE')",False,True,4.826348037690612,0.13597738688239083,0.0
6fc87681f9de,24hb_0xT,24hb,0-0,D000:939~D00H:24,native_native_far,D000:939,D00H:24,"('h_XY_2_1', 59, 'REVERSE')","('h_XY_2_1', 58, 'FORWARD')",False,True,5.32926882057502,0.1335760989691576,0.0
6fc87681f9de,24hb_0xT,24hb,0-0,D000:2270~D00G:6,native_native_near_insert,D000:2270,D00G:6,"('h_XY_2_0', 77, 'FORWARD')","('h_XY_2_0', 78, 'REVERSE')",False,True,5.176217517263319,0.13306985967391,0.0
6fc87681f9de,24hb_0xT,24hb,0-0,D000:3052~D017:29,native_native_near_insert,D000:3052,D017:29,"('h_XY_1_6', 78, 'REVERSE')","('h_XY_1_6', 77, 'FORWARD')",False,True,5.412290680908945,0.13291871897176438,0.0
6fc87681f9de,24hb_0xT,24hb,0-0,D000:1961~D00B:27,native_native_near_insert,D000:1961,D00B:27,"('h_XY_1_3', 84, 'FORWARD')","('h_XY_1_3', 85, 'REVERSE')",False,True,4.984452084050879,0.13291850385864004,0.0
6fc87681f9de,24hb_0xT,24hb,0-0,D000:2122~D01J:13,native_native_near_insert,D000:2122,D01J:13,"('h_XY_1_1', 91, 'FORWARD')","('h_XY_1_1', 92, 'REVERSE')",False,True,5.044837256914361,0.12889256732374452,0.0
6fc87681f9de,24hb_0xT,24hb,0-0,D000:2478~D01A:29,native_native_near_insert,D000:2478,D01A:29,"('h_XY_3_1', 131, 'FORWARD')","('h_XY_3_1', 132, 'REVERSE')",False,True,5.648405257860514,0.1271117609057046,0.0
6fc87681f9de,24hb_0xT,24hb,0-0,D000:1742~D00O:27,native_native_near_insert,D000:1742,D00O:27,"('h_XY_2_3', 90, 'REVERSE')","('h_XY_2_3', 89, 'FORWARD')",False,True,4.983998776704243,0.1269271214778696,0.0
6fc87681f9de,24hb_0xT,24hb,0-0,D000:3446~D022:22,native_native_near_insert,D000:3446,D022:22,"('h_XY_0_2', 131, 'FORWARD')","('h_XY_0_2', 132, 'REVERSE')",False,True,4.6680258983482235,0.12098764743777,0.0
6fc87681f9de,24hb_0xT,24hb,0-0,D000:570~D01O:41,native_native_near_insert,D000:570,D01O:41,"('h_XY_2_5', 34, 'REVERSE')","('h_XY_2_5', 33, 'FORWARD')",False,True,4.232944969819169,0.10495124755423699,0.0
6fc87681f9de,24hb_0xT,24hb,0-0,D000:1218~D00K:32,native_native_far,D000:1218,D00K:32,"('h_XY_1_2', 60, 'REVERSE')","('h_XY_1_2', 59, 'FORWARD')",False,True,5.674890974132157,0.07875860079836011,0.0
6fc87681f9de,24hb_0xT,24hb,0-0,D000:2736~D006:42,native_native_far,D000:2736,D006:42,"('h_XY_3_5', 69, 'FORWARD')","('h_XY_3_5', 70, 'REVERSE')",False,True,3.5624330147701655,0.07382442597405431,0.0
6fc87681f9de,24hb_0xT,24hb,0-0,D000:3311~D022:21,native_native_near_insert,D000:3311,D022:21,"('h_XY_0_3', 133, 'REVERSE')","('h_XY_0_3', 132, 'FORWARD')",False,True,4.504908191651868,0.07034191899752283,0.0
6fc87681f9de,24hb_0xT,24hb,0-0,D000:2945~D00N:7,native_native_near_insert,D000:2945,D00N:7,"('h_XY_2_6', 104, 'FORWARD')","('h_XY_2_6', 105, 'REVERSE')",False,True,4.631428067163325,0.069853600474586,0.0
6fc87681f9de,24hb_0xT,24hb,0-0,D000:3226~D01T:11,native_native_far,D000:3226,D01T:11,"('h_XY_0_4', 65, 'FORWARD')","('h_XY_0_4', 66, 'REVERSE')",False,True,4.744393593453291,0.06332564343903094,0.0
6fc87681f9de,24hb_0xT,24hb,0-0,D000:1369~D009:21,native_native_near_insert,D000:1369,D009:21,"('h_XY_1_4', 49, 'REVERSE')","('h_XY_1_4', 48, 'FORWARD')",False,True,5.42811972697427,0.058939379908655706,0.0
6fc87681f9de,24hb_0xT,24hb,0-0,D000:3046~D017:35,native_native_far,D000:3046,D017:35,"('h_XY_1_6', 84, 'REVERSE')","('h_XY_1_6', 83, 'FORWARD')",False,True,5.046700611511811,0.051744371423089484,0.0
6fc87681f9de,24hb_0xT,24hb,0-0,D000:2433~D01C:32,native_native_far,D000:2433,D01C:32,"('h_XY_3_1', 86, 'FORWARD')","('h_XY_3_1', 87, 'REVERSE')",False,True,4.809370041304677,0.030883649325457667,0.0
6fc87681f9de,24hb_0xT,24hb,0-0,D000:1654~D00U:20,native_native_near_insert,D000:1654,D00U:20,"('h_XY_2_2', 97, 'FORWARD')","('h_XY_2_2', 99, 'REVERSE')",False,True,5.912594798790137,0.02133328873797929,0.0
6fc87681f9de,24hb_0xT,24hb,0-0,D000:2269~D00G:6,native_native_near_insert,D000:2269,D00G:6,"('h_XY_2_0', 76, 'FORWARD')","('h_XY_2_0', 78, 'REVERSE')",False,True,5.1500466375828315,0.021012997368048767,0.0
6fc87681f9de,24hb_0xT,24hb,0-0,D000:2432~D01C:32,native_native_far,D000:2432,D01C:32,"('h_XY_3_1', 85, 'FORWARD')","('h_XY_3_1', 87, 'REVERSE')",False,True,5.074900547928443,0.012514223265412888,0.0
3e9e2df26012,24hb_0xT,24hb,0-0,D015:15~D01P:42,native_native_near_insert,D015:15,D01P:42,"('h_XY_2_5', 14, 'FORWARD')","('h_XY_2_5', 13, 'FORWARD')",False,True,3.3270689082255815,0.4148930946038564,79.60000000000001
3e9e2df26012,24hb_0xT,24hb,0-0,D016:8~D01D:28,native_native_near_insert,D016:8,D01D:28,"('h_XY_3_5', 41, 'REVERSE')","('h_XY_3_5', 42, 'REVERSE')",False,True,3.3251556837000336,0.3991637258432734,86.6
3e9e2df26012,24hb_0xT,24hb,0-0,D00B:7~D01S:22,native_native_near_insert,D00B:7,D01S:22,"('h_XY_1_6', 90, 'FORWARD')","('h_XY_1_6', 91, 'FORWARD')",False,True,3.4528106255696294,0.39877595923013404,91.8
3e9e2df26012,24hb_0xT,24hb,0-0,D005:15~D00K:14,native_native_near_insert,D005:15,D00K:14,"('h_XY_2_3', 70, 'FORWARD')","('h_XY_2_3', 69, 'FORWARD')",False,True,3.3826333626252554,0.39558426035231137,83.2
3e9e2df26012,24hb_0xT,24hb,0-0,D00J:7~D023:8,native_native_near_insert,D00J:7,D023:8,"('h_XY_2_0', 14, 'REVERSE')","('h_XY_2_0', 13, 'REVERSE')",False,True,3.4081672196351893,0.3951316118256157,84.2
